DocumentType,BusinessType,ProcessType,TimeSeriesID,Quantity,CurveType,Resolution,SettlementDate,SettlementPeriod,PowerSystemResourceType,ActiveFlag,DocumentID,DocumentRevNum,datetime
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904341,6804.0,Sequential fixed size block,PT30M,2022-01-01,4,Nuclear,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904340,138.0,Sequential fixed size block,PT30M,2022-01-01,4,Other,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904339,5513.22,Sequential fixed size block,PT30M,2022-01-01,4,Wind Onshore,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904338,5135.49,Sequential fixed size block,PT30M,2022-01-01,4,Wind Offshore,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904337,0.0,Sequential fixed size block,PT30M,2022-01-01,4,Solar,Y,NGET-EMFIP-AGPT-06398862,1,2022-01-01 02:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904336,1552.0,Sequential fixed size block,PT30M,2022-01-01,3,Biomass,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904335,0.0,Sequential fixed size block,PT30M,2022-01-01,3,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904334,260.0,Sequential fixed size block,PT30M,2022-01-01,3,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904333,0.0,Sequential fixed size block,PT30M,2022-01-01,3,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904332,2818.0,Sequential fixed size block,PT30M,2022-01-01,3,Fossil Gas,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904331,0.0,Sequential fixed size block,PT30M,2022-01-01,3,Fossil Oil,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904330,6804.0,Sequential fixed size block,PT30M,2022-01-01,3,Nuclear,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904329,148.0,Sequential fixed size block,PT30M,2022-01-01,3,Other,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904328,5180.438,Sequential fixed size block,PT30M,2022-01-01,3,Wind Onshore,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904327,5071.177,Sequential fixed size block,PT30M,2022-01-01,3,Wind Offshore,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904326,2.0,Sequential fixed size block,PT30M,2022-01-01,3,Solar,Y,NGET-EMFIP-AGPT-06398861,1,2022-01-01 01:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904325,1547.0,Sequential fixed size block,PT30M,2022-01-01,2,Biomass,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904324,0.0,Sequential fixed size block,PT30M,2022-01-01,2,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904323,283.0,Sequential fixed size block,PT30M,2022-01-01,2,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904322,0.0,Sequential fixed size block,PT30M,2022-01-01,2,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904321,2936.0,Sequential fixed size block,PT30M,2022-01-01,2,Fossil Gas,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904320,0.0,Sequential fixed size block,PT30M,2022-01-01,2,Fossil Oil,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904319,6805.0,Sequential fixed size block,PT30M,2022-01-01,2,Nuclear,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904318,148.0,Sequential fixed size block,PT30M,2022-01-01,2,Other,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904317,4764.666,Sequential fixed size block,PT30M,2022-01-01,2,Wind Onshore,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904316,4758.378,Sequential fixed size block,PT30M,2022-01-01,2,Wind Offshore,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904315,0.0,Sequential fixed size block,PT30M,2022-01-01,2,Solar,Y,NGET-EMFIP-AGPT-06398860,1,2022-01-01 01:00:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904314,1546.0,Sequential fixed size block,PT30M,2022-01-01,1,Biomass,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904313,0.0,Sequential fixed size block,PT30M,2022-01-01,1,Hydro Pumped Storage,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904312,288.0,Sequential fixed size block,PT30M,2022-01-01,1,Hydro Run-of-river and poundage,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904311,0.0,Sequential fixed size block,PT30M,2022-01-01,1,Fossil Hard coal,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904310,2848.0,Sequential fixed size block,PT30M,2022-01-01,1,Fossil Gas,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904309,0.0,Sequential fixed size block,PT30M,2022-01-01,1,Fossil Oil,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904308,6803.0,Sequential fixed size block,PT30M,2022-01-01,1,Nuclear,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Production,Realised,NGET-EMFIP-AGPT-TS-21904307,68.0,Sequential fixed size block,PT30M,2022-01-01,1,Other,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904306,4653.628,Sequential fixed size block,PT30M,2022-01-01,1,Wind Onshore,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Wind generation,Realised,NGET-EMFIP-AGPT-TS-21904305,4712.636,Sequential fixed size block,PT30M,2022-01-01,1,Wind Offshore,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
Actual generation per type,Solar generation,Realised,NGET-EMFIP-AGPT-TS-21904304,0.0,Sequential fixed size block,PT30M,2022-01-01,1,Solar,Y,NGET-EMFIP-AGPT-06398859,1,2022-01-01 00:30:00+00:00
